Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month,raw_score,score_norm,risk_class,top3_contribs,contribs
C2202,217859,73.9,30.5,81.2,0.85,44.0,-26.1,1,0.62572,0.62572,High,"[('pay', 0.2224), ('minpaid', 0.17864), ('util', 0.1478)]","{'spend': 0.02088, 'pay': 0.2224, 'minpaid': 0.17864, 'util': 0.1478, 'cash': 0.044, 'merchant': 0.012}"
C2203,121871,36.0,75.2,30.7,1.0,20.3,27.9,0,0.26152,0.26152,Low,"[('pay', 0.07936), ('util', 0.072), ('minpaid', 0.06754)]","{'spend': 0.02232, 'pay': 0.07936, 'minpaid': 0.06754, 'util': 0.072, 'cash': 0.0203, 'merchant': 0.0}"
C2204,107324,9.1,98.8,8.8,1.0,7.7,-21.3,0,0.06614,0.06614,Low,"[('minpaid', 0.01936), ('util', 0.0182), ('spend', 0.01704)]","{'spend': 0.01704, 'pay': 0.00384, 'minpaid': 0.01936, 'util': 0.0182, 'cash': 0.0077, 'merchant': 0.0}"
C2205,146202,14.5,80.5,18.9,1.0,16.8,-3.4,0,0.1525,0.1525,Low,"[('pay', 0.0624), ('minpaid', 0.04158), ('util', 0.029)]","{'spend': 0.00272, 'pay': 0.0624, 'minpaid': 0.04158, 'util': 0.029, 'cash': 0.0168, 'merchant': 0.0}"
C2206,67095,6.9,88.9,12.5,1.0,5.0,8.0,0,0.08822,0.08822,Low,"[('pay', 0.03552), ('minpaid', 0.0275), ('util', 0.0138)]","{'spend': 0.0064, 'pay': 0.03552, 'minpaid': 0.0275, 'util': 0.0138, 'cash': 0.005, 'merchant': 0.0}"
C2207,87166,36.2,71.0,41.7,0.96,27.8,-18.2,0,0.3025,0.3025,Low,"[('pay', 0.0928), ('minpaid', 0.09174), ('util', 0.0724)]","{'spend': 0.01456, 'pay': 0.0928, 'minpaid': 0.09174, 'util': 0.0724, 'cash': 0.0278, 'merchant': 0.0032}"
C2208,159474,2.2,85.9,12.9,1.0,13.5,-11.7,0,0.10076,0.10076,Low,"[('pay', 0.04512), ('minpaid', 0.02838), ('cash', 0.0135)]","{'spend': 0.00936, 'pay': 0.04512, 'minpaid': 0.02838, 'util': 0.0044, 'cash': 0.0135, 'merchant': 0.0}"
C2209,49236,34.8,72.8,35.0,1.0,24.8,2.2,0,0.2602,0.2602,Low,"[('pay', 0.08704), ('minpaid', 0.077), ('util', 0.0696)]","{'spend': 0.00176, 'pay': 0.08704, 'minpaid': 0.077, 'util': 0.0696, 'cash': 0.0248, 'merchant': 0.0}"
C2210,43699,8.0,83.6,20.4,1.0,16.5,17.9,0,0.14418,0.14418,Low,"[('pay', 0.05248), ('minpaid', 0.04488), ('cash', 0.0165)]","{'spend': 0.01432, 'pay': 0.05248, 'minpaid': 0.04488, 'util': 0.016, 'cash': 0.0165, 'merchant': 0.0}"
C2211,36529,51.5,51.0,50.5,1.0,29.5,2.7,0,0.40256,0.40256,Medium,"[('pay', 0.1568), ('minpaid', 0.1111), ('util', 0.103)]","{'spend': 0.00216, 'pay': 0.1568, 'minpaid': 0.1111, 'util': 0.103, 'cash': 0.0295, 'merchant': 0.0}"
C2212,141747,57.5,46.9,63.3,1.0,47.0,-12.4,1,0.4811,0.4811,Medium,"[('pay', 0.16992), ('minpaid', 0.13926), ('util', 0.115)]","{'spend': 0.00992, 'pay': 0.16992, 'minpaid': 0.13926, 'util': 0.115, 'cash': 0.047, 'merchant': 0.0}"
C2213,51617,62.6,48.7,61.6,0.9,49.7,-4.4,0,0.4861,0.4861,Medium,"[('pay', 0.16416), ('minpaid', 0.13552), ('util', 0.1252)]","{'spend': 0.00352, 'pay': 0.16416, 'minpaid': 0.13552, 'util': 0.1252, 'cash': 0.0497, 'merchant': 0.008}"
C2214,76169,35.4,70.1,46.0,0.95,31.1,-8.5,0,0.30958,0.30958,Low,"[('minpaid', 0.1012), ('pay', 0.09568), ('util', 0.0708)]","{'spend': 0.0068, 'pay': 0.09568, 'minpaid': 0.1012, 'util': 0.0708, 'cash': 0.0311, 'merchant': 0.004}"
C2215,69931,6.4,93.2,20.3,1.0,22.6,9.4,0,0.10934,0.10934,Low,"[('minpaid', 0.04466), ('cash', 0.0226), ('pay', 0.02176)]","{'spend': 0.00752, 'pay': 0.02176, 'minpaid': 0.04466, 'util': 0.0128, 'cash': 0.0226, 'merchant': 0.0}"
C2216,127983,27.9,76.4,23.7,1.0,18.8,4.3,0,0.2057,0.2057,Low,"[('pay', 0.07552), ('util', 0.0558), ('minpaid', 0.05214)]","{'spend': 0.00344, 'pay': 0.07552, 'minpaid': 0.05214, 'util': 0.0558, 'cash': 0.0188, 'merchant': 0.0}"
C2217,112324,11.0,92.6,20.0,1.0,19.8,-34.5,0,0.13708,0.13708,Low,"[('minpaid', 0.044), ('spend', 0.0276), ('pay', 0.02368)]","{'spend': 0.0276, 'pay': 0.02368, 'minpaid': 0.044, 'util': 0.022, 'cash': 0.0198, 'merchant': 0.0}"
C2218,58509,46.9,77.2,26.1,1.0,18.2,15.6,0,0.25486,0.25486,Low,"[('util', 0.0938), ('pay', 0.07296), ('minpaid', 0.05742)]","{'spend': 0.01248, 'pay': 0.07296, 'minpaid': 0.05742, 'util': 0.0938, 'cash': 0.0182, 'merchant': 0.0}"
C2219,200367,5.7,90.2,7.3,1.0,3.9,7.0,1,0.06832,0.06832,Low,"[('pay', 0.03136), ('minpaid', 0.01606), ('util', 0.0114)]","{'spend': 0.0056, 'pay': 0.03136, 'minpaid': 0.01606, 'util': 0.0114, 'cash': 0.0039, 'merchant': 0.0}"
C2220,116552,30.3,83.8,24.8,1.0,20.8,1.0,0,0.1886,0.1886,Low,"[('util', 0.0606), ('minpaid', 0.05456), ('pay', 0.05184)]","{'spend': 0.0008, 'pay': 0.05184, 'minpaid': 0.05456, 'util': 0.0606, 'cash': 0.0208, 'merchant': 0.0}"
C2221,111257,64.7,38.2,80.7,0.88,46.0,-39.0,1,0.5915,0.5915,High,"[('pay', 0.19776), ('minpaid', 0.17754), ('util', 0.1294)]","{'spend': 0.0312, 'pay': 0.19776, 'minpaid': 0.17754, 'util': 0.1294, 'cash': 0.046, 'merchant': 0.0096}"
C2222,72044,58.1,40.1,78.3,0.94,51.0,16.5,3,0.54914,0.54914,High,"[('pay', 0.19168), ('minpaid', 0.17226), ('util', 0.1162)]","{'spend': 0.0132, 'pay': 0.19168, 'minpaid': 0.17226, 'util': 0.1162, 'cash': 0.051, 'merchant': 0.0048}"
C2223,75880,55.1,47.9,73.5,0.7,44.1,49.0,0,0.54592,0.54592,High,"[('pay', 0.16672), ('minpaid', 0.1617), ('util', 0.1102)]","{'spend': 0.0392, 'pay': 0.16672, 'minpaid': 0.1617, 'util': 0.1102, 'cash': 0.0441, 'merchant': 0.024}"
C2224,79433,17.3,99.5,9.3,1.0,9.7,-8.8,0,0.0734,0.0734,Low,"[('util', 0.0346), ('minpaid', 0.02046), ('cash', 0.0097)]","{'spend': 0.00704, 'pay': 0.0016, 'minpaid': 0.02046, 'util': 0.0346, 'cash': 0.0097, 'merchant': 0.0}"
C2225,92467,32.7,68.4,38.0,1.0,25.5,-2.1,0,0.2773,0.2773,Low,"[('pay', 0.10112), ('minpaid', 0.0836), ('util', 0.0654)]","{'spend': 0.00168, 'pay': 0.10112, 'minpaid': 0.0836, 'util': 0.0654, 'cash': 0.0255, 'merchant': 0.0}"
C2226,115874,12.8,90.9,9.3,1.0,16.2,-8.0,0,0.09778,0.09778,Low,"[('pay', 0.02912), ('util', 0.0256), ('minpaid', 0.02046)]","{'spend': 0.0064, 'pay': 0.02912, 'minpaid': 0.02046, 'util': 0.0256, 'cash': 0.0162, 'merchant': 0.0}"
C2227,116071,1.7,100.0,10.6,1.0,17.1,0.2,0,0.04398,0.04398,Low,"[('minpaid', 0.02332), ('cash', 0.0171), ('util', 0.0034)]","{'spend': 0.00016, 'pay': 0.0, 'minpaid': 0.02332, 'util': 0.0034, 'cash': 0.0171, 'merchant': 0.0}"
C2228,79218,11.6,85.5,21.5,1.0,18.2,15.4,0,0.14742,0.14742,Low,"[('minpaid', 0.0473), ('pay', 0.0464), ('util', 0.0232)]","{'spend': 0.01232, 'pay': 0.0464, 'minpaid': 0.0473, 'util': 0.0232, 'cash': 0.0182, 'merchant': 0.0}"
C2229,85144,6.9,98.0,14.8,1.0,12.2,-13.3,1,0.0756,0.0756,Low,"[('minpaid', 0.03256), ('util', 0.0138), ('cash', 0.0122)]","{'spend': 0.01064, 'pay': 0.0064, 'minpaid': 0.03256, 'util': 0.0138, 'cash': 0.0122, 'merchant': 0.0}"
C2230,134878,21.6,79.3,28.2,1.0,11.7,3.2,0,0.18574,0.18574,Low,"[('pay', 0.06624), ('minpaid', 0.06204), ('util', 0.0432)]","{'spend': 0.00256, 'pay': 0.06624, 'minpaid': 0.06204, 'util': 0.0432, 'cash': 0.0117, 'merchant': 0.0}"
C2231,177257,73.5,25.7,83.2,0.7,45.7,30.8,0,0.66214,0.66214,High,"[('pay', 0.23776), ('minpaid', 0.18304), ('util', 0.147)]","{'spend': 0.02464, 'pay': 0.23776, 'minpaid': 0.18304, 'util': 0.147, 'cash': 0.0457, 'merchant': 0.024}"
C2232,182643,12.9,95.8,12.8,1.0,11.7,-0.2,0,0.07926,0.07926,Low,"[('minpaid', 0.02816), ('util', 0.0258), ('pay', 0.01344)]","{'spend': 0.00016, 'pay': 0.01344, 'minpaid': 0.02816, 'util': 0.0258, 'cash': 0.0117, 'merchant': 0.0}"
C2233,89949,3.6,83.9,16.4,1.0,9.8,-1.3,0,0.10564,0.10564,Low,"[('pay', 0.05152), ('minpaid', 0.03608), ('cash', 0.0098)]","{'spend': 0.00104, 'pay': 0.05152, 'minpaid': 0.03608, 'util': 0.0072, 'cash': 0.0098, 'merchant': 0.0}"
C2234,45139,15.8,93.2,10.5,1.0,10.7,7.2,0,0.09292,0.09292,Low,"[('util', 0.0316), ('minpaid', 0.0231), ('pay', 0.02176)]","{'spend': 0.00576, 'pay': 0.02176, 'minpaid': 0.0231, 'util': 0.0316, 'cash': 0.0107, 'merchant': 0.0}"
C2235,99722,21.3,84.0,25.3,1.0,13.6,13.9,0,0.17418,0.17418,Low,"[('minpaid', 0.05566), ('pay', 0.0512), ('util', 0.0426)]","{'spend': 0.01112, 'pay': 0.0512, 'minpaid': 0.05566, 'util': 0.0426, 'cash': 0.0136, 'merchant': 0.0}"
C2236,100026,28.4,71.3,32.8,1.0,24.0,26.5,0,0.266,0.266,Low,"[('pay', 0.09184), ('minpaid', 0.07216), ('util', 0.0568)]","{'spend': 0.0212, 'pay': 0.09184, 'minpaid': 0.07216, 'util': 0.0568, 'cash': 0.024, 'merchant': 0.0}"
C2237,95421,28.9,73.8,29.3,1.0,28.2,38.4,0,0.26502,0.26502,Low,"[('pay', 0.08384), ('minpaid', 0.06446), ('util', 0.0578)]","{'spend': 0.03072, 'pay': 0.08384, 'minpaid': 0.06446, 'util': 0.0578, 'cash': 0.0282, 'merchant': 0.0}"
C2238,121288,17.7,97.1,12.1,1.0,8.9,14.9,0,0.09212,0.09212,Low,"[('util', 0.0354), ('minpaid', 0.02662), ('spend', 0.01192)]","{'spend': 0.01192, 'pay': 0.00928, 'minpaid': 0.02662, 'util': 0.0354, 'cash': 0.0089, 'merchant': 0.0}"
C2239,69115,8.9,90.1,12.0,1.0,8.8,-5.1,0,0.08876,0.08876,Low,"[('pay', 0.03168), ('minpaid', 0.0264), ('util', 0.0178)]","{'spend': 0.00408, 'pay': 0.03168, 'minpaid': 0.0264, 'util': 0.0178, 'cash': 0.0088, 'merchant': 0.0}"
C2240,97199,24.7,85.6,19.0,0.99,12.0,0.8,0,0.15072,0.15072,Low,"[('util', 0.0494), ('pay', 0.04608), ('minpaid', 0.0418)]","{'spend': 0.00064, 'pay': 0.04608, 'minpaid': 0.0418, 'util': 0.0494, 'cash': 0.012, 'merchant': 0.0008}"
C2241,25235,58.9,57.6,59.0,0.93,31.3,-22.0,2,0.43778,0.43778,Medium,"[('pay', 0.13568), ('minpaid', 0.1298), ('util', 0.1178)]","{'spend': 0.0176, 'pay': 0.13568, 'minpaid': 0.1298, 'util': 0.1178, 'cash': 0.0313, 'merchant': 0.0056}"
C2242,243983,52.0,50.5,55.2,1.0,46.1,-34.8,1,0.45778,0.45778,Medium,"[('pay', 0.1584), ('minpaid', 0.12144), ('util', 0.104)]","{'spend': 0.02784, 'pay': 0.1584, 'minpaid': 0.12144, 'util': 0.104, 'cash': 0.0461, 'merchant': 0.0}"
C2243,92633,16.7,93.0,17.2,1.0,16.3,8.3,0,0.11658,0.11658,Low,"[('minpaid', 0.03784), ('util', 0.0334), ('pay', 0.0224)]","{'spend': 0.00664, 'pay': 0.0224, 'minpaid': 0.03784, 'util': 0.0334, 'cash': 0.0163, 'merchant': 0.0}"
C2244,76228,8.6,89.2,17.7,1.0,18.3,-28.6,0,0.13188,0.13188,Low,"[('minpaid', 0.03894), ('pay', 0.03456), ('spend', 0.02288)]","{'spend': 0.02288, 'pay': 0.03456, 'minpaid': 0.03894, 'util': 0.0172, 'cash': 0.0183, 'merchant': 0.0}"
C2245,121334,17.0,79.6,20.7,1.0,20.6,-21.4,0,0.18254,0.18254,Low,"[('pay', 0.06528), ('minpaid', 0.04554), ('util', 0.034)]","{'spend': 0.01712, 'pay': 0.06528, 'minpaid': 0.04554, 'util': 0.034, 'cash': 0.0206, 'merchant': 0.0}"
C2246,79172,8.1,78.5,19.2,1.0,13.4,-1.4,0,0.14176,0.14176,Low,"[('pay', 0.0688), ('minpaid', 0.04224), ('util', 0.0162)]","{'spend': 0.00112, 'pay': 0.0688, 'minpaid': 0.04224, 'util': 0.0162, 'cash': 0.0134, 'merchant': 0.0}"
C2247,60612,22.4,72.3,29.5,1.0,25.1,5.3,0,0.22768,0.22768,Low,"[('pay', 0.08864), ('minpaid', 0.0649), ('util', 0.0448)]","{'spend': 0.00424, 'pay': 0.08864, 'minpaid': 0.0649, 'util': 0.0448, 'cash': 0.0251, 'merchant': 0.0}"
C2248,144164,25.9,90.9,11.3,1.0,6.5,-9.7,0,0.12004,0.12004,Low,"[('util', 0.0518), ('pay', 0.02912), ('minpaid', 0.02486)]","{'spend': 0.00776, 'pay': 0.02912, 'minpaid': 0.02486, 'util': 0.0518, 'cash': 0.0065, 'merchant': 0.0}"
C2249,93819,0.0,99.1,1.7,1.0,8.7,-6.7,0,0.02068,0.02068,Low,"[('cash', 0.0087), ('spend', 0.00536), ('minpaid', 0.00374)]","{'spend': 0.00536, 'pay': 0.00288, 'minpaid': 0.00374, 'util': 0.0, 'cash': 0.0087, 'merchant': 0.0}"
C2250,62182,25.2,81.7,34.5,1.0,24.7,38.8,0,0.2406,0.2406,Low,"[('minpaid', 0.0759), ('pay', 0.05856), ('util', 0.0504)]","{'spend': 0.03104, 'pay': 0.05856, 'minpaid': 0.0759, 'util': 0.0504, 'cash': 0.0247, 'merchant': 0.0}"
C2251,132862,7.0,90.0,10.9,1.0,19.9,9.0,0,0.09708,0.09708,Low,"[('pay', 0.032), ('minpaid', 0.02398), ('cash', 0.0199)]","{'spend': 0.0072, 'pay': 0.032, 'minpaid': 0.02398, 'util': 0.014, 'cash': 0.0199, 'merchant': 0.0}"
C2252,115891,20.5,86.1,17.0,1.0,11.1,13.5,0,0.14478,0.14478,Low,"[('pay', 0.04448), ('util', 0.041), ('minpaid', 0.0374)]","{'spend': 0.0108, 'pay': 0.04448, 'minpaid': 0.0374, 'util': 0.041, 'cash': 0.0111, 'merchant': 0.0}"
C2253,111728,0.0,84.9,9.7,1.0,10.6,-8.1,0,0.08674,0.08674,Low,"[('pay', 0.04832), ('minpaid', 0.02134), ('cash', 0.0106)]","{'spend': 0.00648, 'pay': 0.04832, 'minpaid': 0.02134, 'util': 0.0, 'cash': 0.0106, 'merchant': 0.0}"
C2254,76650,24.9,85.1,29.4,1.0,24.5,-19.7,0,0.20242,0.20242,Low,"[('minpaid', 0.06468), ('util', 0.0498), ('pay', 0.04768)]","{'spend': 0.01576, 'pay': 0.04768, 'minpaid': 0.06468, 'util': 0.0498, 'cash': 0.0245, 'merchant': 0.0}"
C2255,164339,15.2,92.1,7.3,1.0,14.0,0.4,0,0.08606,0.08606,Low,"[('util', 0.0304), ('pay', 0.02528), ('minpaid', 0.01606)]","{'spend': 0.00032, 'pay': 0.02528, 'minpaid': 0.01606, 'util': 0.0304, 'cash': 0.014, 'merchant': 0.0}"
C2256,54904,27.1,75.0,36.8,1.0,27.1,16.8,0,0.2557,0.2557,Low,"[('minpaid', 0.08096), ('pay', 0.08), ('util', 0.0542)]","{'spend': 0.01344, 'pay': 0.08, 'minpaid': 0.08096, 'util': 0.0542, 'cash': 0.0271, 'merchant': 0.0}"
C2257,144051,2.4,87.6,16.8,1.0,10.7,-2.4,0,0.09406,0.09406,Low,"[('pay', 0.03968), ('minpaid', 0.03696), ('cash', 0.0107)]","{'spend': 0.00192, 'pay': 0.03968, 'minpaid': 0.03696, 'util': 0.0048, 'cash': 0.0107, 'merchant': 0.0}"
C2258,209906,15.4,84.7,18.9,1.0,27.4,4.6,0,0.15242,0.15242,Low,"[('pay', 0.04896), ('minpaid', 0.04158), ('util', 0.0308)]","{'spend': 0.00368, 'pay': 0.04896, 'minpaid': 0.04158, 'util': 0.0308, 'cash': 0.0274, 'merchant': 0.0}"
C2259,54524,16.9,82.4,25.6,1.0,14.5,-18.7,0,0.1759,0.1759,Low,"[('pay', 0.05632), ('minpaid', 0.05632), ('util', 0.0338)]","{'spend': 0.01496, 'pay': 0.05632, 'minpaid': 0.05632, 'util': 0.0338, 'cash': 0.0145, 'merchant': 0.0}"
C2260,102587,62.1,38.2,69.4,0.87,48.9,12.4,1,0.54386,0.54386,High,"[('pay', 0.19776), ('minpaid', 0.15268), ('util', 0.1242)]","{'spend': 0.00992, 'pay': 0.19776, 'minpaid': 0.15268, 'util': 0.1242, 'cash': 0.0489, 'merchant': 0.0104}"
C2261,33425,25.8,99.4,14.9,1.0,17.9,0.3,0,0.10444,0.10444,Low,"[('util', 0.0516), ('minpaid', 0.03278), ('cash', 0.0179)]","{'spend': 0.00024, 'pay': 0.00192, 'minpaid': 0.03278, 'util': 0.0516, 'cash': 0.0179, 'merchant': 0.0}"
C2262,91874,12.3,92.6,9.7,1.0,9.3,-8.7,0,0.08588,0.08588,Low,"[('util', 0.0246), ('pay', 0.02368), ('minpaid', 0.02134)]","{'spend': 0.00696, 'pay': 0.02368, 'minpaid': 0.02134, 'util': 0.0246, 'cash': 0.0093, 'merchant': 0.0}"
C2263,34959,4.5,90.3,16.8,1.0,9.9,10.6,1,0.09538,0.09538,Low,"[('minpaid', 0.03696), ('pay', 0.03104), ('cash', 0.0099)]","{'spend': 0.00848, 'pay': 0.03104, 'minpaid': 0.03696, 'util': 0.009, 'cash': 0.0099, 'merchant': 0.0}"
C2264,42965,45.8,66.0,48.5,0.82,28.8,53.7,0,0.39326,0.39326,Low,"[('pay', 0.1088), ('minpaid', 0.1067), ('util', 0.0916)]","{'spend': 0.04296, 'pay': 0.1088, 'minpaid': 0.1067, 'util': 0.0916, 'cash': 0.0288, 'merchant': 0.0144}"
C2265,100520,3.8,100.0,4.0,1.0,14.7,1.9,0,0.03262,0.03262,Low,"[('cash', 0.0147), ('minpaid', 0.0088), ('util', 0.0076)]","{'spend': 0.00152, 'pay': 0.0, 'minpaid': 0.0088, 'util': 0.0076, 'cash': 0.0147, 'merchant': 0.0}"
C2266,163716,11.5,100.0,4.5,1.0,32.9,2.9,0,0.06812,0.06812,Low,"[('cash', 0.0329), ('util', 0.023), ('minpaid', 0.0099)]","{'spend': 0.00232, 'pay': 0.0, 'minpaid': 0.0099, 'util': 0.023, 'cash': 0.0329, 'merchant': 0.0}"
C2267,118876,39.5,66.6,44.1,0.98,34.4,-10.1,0,0.32698,0.32698,Low,"[('pay', 0.10688), ('minpaid', 0.09702), ('util', 0.079)]","{'spend': 0.00808, 'pay': 0.10688, 'minpaid': 0.09702, 'util': 0.079, 'cash': 0.0344, 'merchant': 0.0016}"
C2268,79608,41.2,66.9,43.3,0.98,27.1,-18.2,1,0.32684,0.32684,Low,"[('pay', 0.10592), ('minpaid', 0.09526), ('util', 0.0824)]","{'spend': 0.01456, 'pay': 0.10592, 'minpaid': 0.09526, 'util': 0.0824, 'cash': 0.0271, 'merchant': 0.0016}"
C2269,58189,9.2,88.0,10.5,1.0,9.4,-16.0,0,0.1021,0.1021,Low,"[('pay', 0.0384), ('minpaid', 0.0231), ('util', 0.0184)]","{'spend': 0.0128, 'pay': 0.0384, 'minpaid': 0.0231, 'util': 0.0184, 'cash': 0.0094, 'merchant': 0.0}"
C2270,90692,28.4,79.1,38.6,1.0,25.1,14.9,0,0.24562,0.24562,Low,"[('minpaid', 0.08492), ('pay', 0.06688), ('util', 0.0568)]","{'spend': 0.01192, 'pay': 0.06688, 'minpaid': 0.08492, 'util': 0.0568, 'cash': 0.0251, 'merchant': 0.0}"
C2271,300000,20.6,79.9,37.9,1.0,26.4,8.8,0,0.22234,0.22234,Low,"[('minpaid', 0.08338), ('pay', 0.06432), ('util', 0.0412)]","{'spend': 0.00704, 'pay': 0.06432, 'minpaid': 0.08338, 'util': 0.0412, 'cash': 0.0264, 'merchant': 0.0}"
C2272,197103,19.8,96.9,12.2,1.0,17.0,1.1,0,0.09424,0.09424,Low,"[('util', 0.0396), ('minpaid', 0.02684), ('cash', 0.017)]","{'spend': 0.00088, 'pay': 0.00992, 'minpaid': 0.02684, 'util': 0.0396, 'cash': 0.017, 'merchant': 0.0}"
C2273,42851,43.0,62.9,49.9,1.0,40.2,71.6,0,0.41198,0.41198,Medium,"[('pay', 0.11872), ('minpaid', 0.10978), ('util', 0.086)]","{'spend': 0.05728, 'pay': 0.11872, 'minpaid': 0.10978, 'util': 0.086, 'cash': 0.0402, 'merchant': 0.0}"
C2274,60452,64.8,38.4,75.2,0.86,53.2,-2.8,1,0.5588,0.5588,High,"[('pay', 0.19712), ('minpaid', 0.16544), ('util', 0.1296)]","{'spend': 0.00224, 'pay': 0.19712, 'minpaid': 0.16544, 'util': 0.1296, 'cash': 0.0532, 'merchant': 0.0112}"
C2275,40484,38.0,71.8,45.6,0.98,38.9,-6.5,1,0.31226,0.31226,Low,"[('minpaid', 0.10032), ('pay', 0.09024), ('util', 0.076)]","{'spend': 0.0052, 'pay': 0.09024, 'minpaid': 0.10032, 'util': 0.076, 'cash': 0.0389, 'merchant': 0.0016}"
C2276,122311,32.4,76.0,26.4,1.0,23.5,-6.3,0,0.22822,0.22822,Low,"[('pay', 0.0768), ('util', 0.0648), ('minpaid', 0.05808)]","{'spend': 0.00504, 'pay': 0.0768, 'minpaid': 0.05808, 'util': 0.0648, 'cash': 0.0235, 'merchant': 0.0}"
C2277,76313,16.9,80.4,21.0,1.0,36.3,34.7,0,0.20678,0.20678,Low,"[('pay', 0.06272), ('minpaid', 0.0462), ('cash', 0.0363)]","{'spend': 0.02776, 'pay': 0.06272, 'minpaid': 0.0462, 'util': 0.0338, 'cash': 0.0363, 'merchant': 0.0}"
C2278,38180,37.0,50.7,53.3,0.8,43.3,-2.4,1,0.41024,0.41024,Medium,"[('pay', 0.15776), ('minpaid', 0.11726), ('util', 0.074)]","{'spend': 0.00192, 'pay': 0.15776, 'minpaid': 0.11726, 'util': 0.074, 'cash': 0.0433, 'merchant': 0.016}"
C2279,81253,13.1,92.4,22.2,1.0,16.8,-11.7,0,0.12552,0.12552,Low,"[('minpaid', 0.04884), ('util', 0.0262), ('pay', 0.02432)]","{'spend': 0.00936, 'pay': 0.02432, 'minpaid': 0.04884, 'util': 0.0262, 'cash': 0.0168, 'merchant': 0.0}"
C2280,68390,21.4,72.1,31.9,0.97,18.9,-0.2,0,0.22372,0.22372,Low,"[('pay', 0.08928), ('minpaid', 0.07018), ('util', 0.0428)]","{'spend': 0.00016, 'pay': 0.08928, 'minpaid': 0.07018, 'util': 0.0428, 'cash': 0.0189, 'merchant': 0.0024}"
C2281,49675,21.5,78.4,32.8,1.0,23.0,-9.1,1,0.21456,0.21456,Low,"[('minpaid', 0.07216), ('pay', 0.06912), ('util', 0.043)]","{'spend': 0.00728, 'pay': 0.06912, 'minpaid': 0.07216, 'util': 0.043, 'cash': 0.023, 'merchant': 0.0}"
C2282,73503,7.3,89.1,7.9,1.0,8.2,-5.3,0,0.0793,0.0793,Low,"[('pay', 0.03488), ('minpaid', 0.01738), ('util', 0.0146)]","{'spend': 0.00424, 'pay': 0.03488, 'minpaid': 0.01738, 'util': 0.0146, 'cash': 0.0082, 'merchant': 0.0}"
C2283,144916,21.0,85.2,21.4,1.0,10.3,-16.4,0,0.15986,0.15986,Low,"[('pay', 0.04736), ('minpaid', 0.04708), ('util', 0.042)]","{'spend': 0.01312, 'pay': 0.04736, 'minpaid': 0.04708, 'util': 0.042, 'cash': 0.0103, 'merchant': 0.0}"
C2284,53410,27.7,83.7,22.4,1.0,22.5,-0.7,0,0.1799,0.1799,Low,"[('util', 0.0554), ('pay', 0.05216), ('minpaid', 0.04928)]","{'spend': 0.00056, 'pay': 0.05216, 'minpaid': 0.04928, 'util': 0.0554, 'cash': 0.0225, 'merchant': 0.0}"
C2285,73324,7.3,94.7,6.8,1.0,10.1,1.7,0,0.05798,0.05798,Low,"[('pay', 0.01696), ('minpaid', 0.01496), ('util', 0.0146)]","{'spend': 0.00136, 'pay': 0.01696, 'minpaid': 0.01496, 'util': 0.0146, 'cash': 0.0101, 'merchant': 0.0}"
C2286,40583,60.8,30.3,79.3,0.67,45.9,20.3,0,0.60764,0.60764,High,"[('pay', 0.22304), ('minpaid', 0.17446), ('util', 0.1216)]","{'spend': 0.01624, 'pay': 0.22304, 'minpaid': 0.17446, 'util': 0.1216, 'cash': 0.0459, 'merchant': 0.0264}"
C2287,71225,34.4,79.0,39.3,0.98,26.1,2.9,0,0.25248,0.25248,Low,"[('minpaid', 0.08646), ('util', 0.0688), ('pay', 0.0672)]","{'spend': 0.00232, 'pay': 0.0672, 'minpaid': 0.08646, 'util': 0.0688, 'cash': 0.0261, 'merchant': 0.0016}"
C2288,191368,20.5,78.3,29.9,1.0,17.1,-20.2,1,0.20948,0.20948,Low,"[('pay', 0.06944), ('minpaid', 0.06578), ('util', 0.041)]","{'spend': 0.01616, 'pay': 0.06944, 'minpaid': 0.06578, 'util': 0.041, 'cash': 0.0171, 'merchant': 0.0}"
C2289,121373,24.4,80.7,31.6,1.0,14.8,28.3,0,0.21752,0.21752,Low,"[('minpaid', 0.06952), ('pay', 0.06176), ('util', 0.0488)]","{'spend': 0.02264, 'pay': 0.06176, 'minpaid': 0.06952, 'util': 0.0488, 'cash': 0.0148, 'merchant': 0.0}"
C2290,60419,24.6,76.5,36.9,1.0,23.2,16.7,0,0.24214,0.24214,Low,"[('minpaid', 0.08118), ('pay', 0.0752), ('util', 0.0492)]","{'spend': 0.01336, 'pay': 0.0752, 'minpaid': 0.08118, 'util': 0.0492, 'cash': 0.0232, 'merchant': 0.0}"
C2291,64256,29.7,84.1,22.3,1.0,18.9,-6.4,0,0.18336,0.18336,Low,"[('util', 0.0594), ('pay', 0.05088), ('minpaid', 0.04906)]","{'spend': 0.00512, 'pay': 0.05088, 'minpaid': 0.04906, 'util': 0.0594, 'cash': 0.0189, 'merchant': 0.0}"
C2292,180270,40.9,56.8,47.5,0.96,48.8,18.3,1,0.39118,0.39118,Low,"[('pay', 0.13824), ('minpaid', 0.1045), ('util', 0.0818)]","{'spend': 0.01464, 'pay': 0.13824, 'minpaid': 0.1045, 'util': 0.0818, 'cash': 0.0488, 'merchant': 0.0032}"
